イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
PL008_02	9	政策探索	補償・監査先行の導線を固定（支援は後追いで選択式）	0.55	対象外感が強い層（未婚・非出産選択者、参加困難層、現役納税層）＋支援検討層	公平感↑ 対象外反発↓ 二極化↓ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100で監視懸念と通知過多が臨界、政策疲労と公平感欠損が反発を増幅。	支援より先に『自分は置いていかれない』と確かめられないと、制度全体を信用できない。
WE019	9	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ9: SNS不安増幅が83.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.5。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE020	9	世界イベント	AI雇用不安増幅の悪化	0.67	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ9: SNS不安増幅が83.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.5。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB012	10	社会反応	生活防衛シフト	0.37	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.4、公平感欠損55.8、情報過敏25.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB012	10	社会反応	生活防衛シフト	0.37	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.4、公平感欠損55.8、情報過敏25.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB013	10	社会反応	情報過敏の拡大	0.25	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労66.4、公平感欠損55.8、情報過敏25.2	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
FB013	10	社会反応	情報過敏の拡大	0.25	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労66.4、公平感欠損55.8、情報過敏25.2	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE010	10	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は超小枠で継続、中途はAI運用・危機広報を優先採用 / 未来通信システム株式会社: 新卒は厳選継続、中途は省エネ運用・BCPを増枠 / さくら在宅ケア株式会社: 新卒少数維持、資格者・復職者を紹介網で優先確保	首都圏業務支援株式会社: 採用枠縮小で不安増、説明・監督スキルが武器になる / 未来通信システム株式会社: 採用厳選で不安増、安心可視化の研修で定着は上向き / さくら在宅ケア株式会社: 不安が強い層の離職懸念、説明強化で定着を底上げ 現役側には 首都圏業務支援株式会社: 炎上回避・監査対応の負荷増、再配置と役割転換が進む / 未来通信システム株式会社: 再配置・再訓練圧は増すが雇用不安は抑制される / さくら在宅ケア株式会社: 現場負担は減るが運用変更抵抗、合意形成に時間
PL009_01	10	政策探索	副作用監査の公開ダイジェスト+第三者レビュー枠	0.55	注意層（制度不信/監視懸念/現役納税/未婚・非出産選択者含む）と支援利用検討層	制度信頼↑ 副作用圧↓ 誤解↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安下で副作用圧が突出し、説明負荷と対象外感が政策疲労を増幅している。	不安が増えるほど、制度は自分を監視してるだけに見えて距離を置きたくなる。
PL009_02	10	政策探索	通知・申請の週次まとめ配信+重要事項のみ即時（デフォルト）	0.50	政策疲労が高い注意層（手続き離脱/情報過敏は中〜低）	政策疲労↓ 情報過負荷↓ 誤解↓ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安下で副作用圧が突出し、説明負荷と対象外感が政策疲労を増幅している。	情報が多すぎて、結局どれも信用できず何もしないのが安全に感じる。
FB014	11	社会反応	生活防衛シフト	0.43	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.1、公平感欠損55.0、生活防衛27.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB014	11	社会反応	生活防衛シフト	0.43	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.1、公平感欠損55.0、生活防衛27.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE011	11	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は省エネ運用・BCPを増枠 / 首都圏業務支援株式会社: 新卒は極小枠維持、中途はAI運用と危機対応を優先 / さくら在宅ケア株式会社: 新卒少数継続、資格者・復職者優先。紹介網を拡張	未来通信システム株式会社: 厳選採用で不安増、実務AI運用スキルが武器に / 首都圏業務支援株式会社: 新卒口は狭いが、台本運用・監査で初期成長は速い / さくら在宅ケア株式会社: 入職前不安は増すが、説明強化で定着見込みが上がる 現役側には 未来通信システム株式会社: 再訓練と配置転換が常態化、SNS不安ケア負荷増 / 首都圏業務支援株式会社: 現場は監査・切替対応で負荷増、再教育の圧が上がる / さくら在宅ケア株式会社: 業務負荷は軽減も、AI/ロボ手順遵守と監査対応が増える
PL010_01	11	政策探索	異議申立・監査の滞留解消SLA強化+自治体格差補正	0.62	注意層（制度不信/現役納税/未婚・非出産選択者/手続き離脱）＋支援利用検討層	制度信頼↑ 副作用圧↓ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極端に高く、説明・通知の改善だけでは不信と公平感欠損が再燃。滞留と格差が二極化を増幅。	不安が拡散する中で、制度は結局うやむやにされて自分だけ損しそうに感じる。
PL010_02	11	政策探索	対象外感の自動救済ルート（非強制・選択式）	0.50	対象外感が強い層（未婚・非出産選択者、参加困難層、現役納税層）	公平感↑ 対象外反発↓ 制度信頼↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極端に高く、説明・通知の改善だけでは不信と公平感欠損が再燃。滞留と格差が二極化を増幅。	子どもを持つか以前に、対象外扱いで置き去りにされる怖さが強い。
FB015	12	社会反応	生活防衛シフト	0.31	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労67.2、公平感欠損53.0、情報過敏25.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB015	12	社会反応	生活防衛シフト	0.31	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労67.2、公平感欠損53.0、情報過敏25.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB016	12	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労67.2、公平感欠損53.0、情報過敏25.5	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
FB016	12	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労67.2、公平感欠損53.0、情報過敏25.5	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE012	12	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持、中途はAI運用・危機対応を厚め / さくら在宅ケア株式会社: 新卒は少数継続。資格者・復職者優先、紹介と地域連携を拡張 / 北関東精密加工株式会社: 新卒枠は最小維持、保全・品質の中途を継続確保	首都圏業務支援株式会社: 採用絞りで不安増、ただしAI監督スキル枠は増える / さくら在宅ケア株式会社: 不安が強い時期でも相談線で定着が上がるが、負荷は残る / 北関東精密加工株式会社: 将来不安は増すが、技能の見える化で定着が一部改善 現役側には 首都圏業務支援株式会社: AI監督・監査へ再配置圧、炎上対応の心理負荷が増す / さくら在宅ケア株式会社: 業務軽減で燃え尽き減。AI不安は説明不足だと反発が出る / 北関東精密加工株式会社: 現場は不安疲労、兼務増で負荷上昇も再配置で失職抑制
PL011_01	12	政策探索	異議・監査SLA即応+自治体格差補正（負荷制御付き）	0.62	注意層（制度不信/現役納税/未婚・非出産選択者/手続き離脱）＋支援検討層	制度信頼↑ 副作用圧↓ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安増幅下で副作用圧が最大化。滞留と対象外感が公平感欠損を増やし政策疲労を固定化。	不安情報ばかり流れてきて、制度も遅くて結局自分だけ損しそうに感じる。
